data_id,state_id,indicator_id,categories_id,nfhs_id,ST,Non-ST,Total
1293,29,39,5,2,95.7,97.1,97
1294,29,40,5,2,69.9,64.1,64.8
1295,29,41,5,2,26.3,32.2,31.5
1296,29,42,5,2,45.3,62.9,60.1
1297,29,43,5,2,19.7,23,22.6
1298,29,44,5,2,12.1,10.4,10.6
1299,29,45,5,2,7426,12262,11656
1300,29,46,6,2,87.1,88.7,88.5
1301,29,47,6,2,0,9,7.3
1302,29,48,7,2,95.3,97.8,97.5
1303,29,49,7,2,59.9,68.2,67.3
1304,29,50,7,2,65.4,73.7,72.8
1305,29,51,7,2,45.2,43.7,43.9
1306,29,52,7,2,4.2,5.4,5.2
1307,29,53,7,2,80,77.4,77.7
1308,29,54,7,2,68.8,71.5,71.3
1309,29,55,7,2,44.5,45.6,45.5
1310,29,56,7,2,37.1,38.1,38
1311,29,57,7,2,1.5,1.5,1.5
1312,29,58,7,2,63.2,56.3,57.1
1313,29,59,8,2,15.2,16,15.9
1314,29,60,8,2,45.2,49.6,49.1
1315,29,61,8,2,55.4,62.4,61.5
1316,29,62,8,2,11.6,10.6,10.7
1317,29,63,8,2,41.2,34.7,35.4
1318,29,64,8,2,22.2,19.2,19.5
1319,29,65,8,2,10.1,8.2,8.4
1320,29,66,8,2,36.7,32.4,32.9
1321,29,67,8,2,3.8,3.1,3.2
1322,29,68,8,2,69.8,65.8,66.3
1323,29,69,8,2,76.2,77.5,77.3
1324,29,70,8,2,77.4,81.1,80.7
1325,29,71,8,2,31.3,31.6,31.6
1326,29,72,8,2,32.5,33.4,33.3
1327,29,73,8,2,73.8,76.8,76.5
1328,29,74,8,2,81,81.3,81.3
1329,29,75,9,2,21.5,16.7,17.2
1330,29,76,9,2,18.7,14,14.5
1331,29,77,9,2,25.1,30.8,30.2
1332,29,78,9,2,30.5,30.7,30.7
1333,29,79,9,2,27.2,39.9,38.6
1334,29,80,9,2,39.4,45.7,45
1335,29,81,9,2,55.3,44.5,45.7
1336,29,82,9,2,46.2,47.9,47.8
1337,29,83,10,2,7.2,8,7.9
1338,29,84,10,2,13.1,16,15.6
1339,29,85,11,2,12.7,13.7,13.6
1340,29,86,11,2,19.4,19.4,19.4
1341,29,87,12,2,12,8.1,8.5
1342,29,88,12,2,30.6,26.6,27.1
1343,29,89,12,2,1.3,0.9,0.9
1344,29,90,12,2,18.4,16.4,16.6
1345,29,91,13,2,22.9,22.9,22.9
1346,29,92,13,2,300,200,200
1347,29,93,13,2,88.9,89.1,89.1
1348,29,94,13,2,86.9,92.5,92
1349,29,95,14,2,48.7,35.7,37
1350,29,96,14,2,74.6,66.8,67.6
1351,29,97,14,2,87.7,88.8,88.7
1352,29,98,14,2,51,62.9,61.8
1353,29,99,15,2,49.9,45.7,46.1
1354,29,100,15,2,42.4,41.1,41.2
1355,29,101,15,2,4.6,5.9,5.7
1356,29,102,15,2,1.7,3.6,1.9
1357,29,103,16,2,96.9,97.4,97.4
1358,29,104,16,2,97.5,98.5,98.4
1359,29,105,16,2,96.9,97.3,97.3
1360,29,106,16,2,97,98.4,98.3
1361,29,107,16,2,32.8,23.6,24.5
1362,29,108,16,2,14.5,27.1,26
1363,29,109,17,2,36.8,32.2,32.7
1364,29,110,17,2,51.1,48.2,48.5
1365,29,111,17,2,2.4,3,2.9
1366,29,112,17,2,3.6,3.4,3.4
1367,29,113,17,2,3.8,3.2,3.3
1368,29,114,17,2,7.5,5.8,6
1369,32,1,1,2,968,"1,128","1,123"
1370,32,2,1,2,"1,193",914,921
1371,32,3,1,2,85.5,97.9,97.5
1372,32,4,1,2,78.5,95.5,95.1
1373,32,5,1,2,46.2,74.4,73.8
1374,32,6,1,2,*,8.7,8.7
1375,32,7,1,2,91.6,95,94.9
1376,32,8,1,2,85,39.9,41.2
1377,32,9,1,2,12.4,10.9,10.9
1378,32,10,1,2,90.3,99.6,99.3
1379,32,11,1,2,86.9,95.1,94.8
1380,32,12,1,2,97.1,99.8,99.8
1381,32,13,1,2,1.8,0.1,0.2
1382,32,14,1,2,28.8,67.9,66.8
1383,32,15,1,2,70.3,76.7,76.5
1384,32,16,1,2,53.1,87.2,86
1385,32,17,1,2,25.6,22.4,55.6
1386,32,18,1,2,1.2,1.2,1.2
1387,32,19,2,2,9.3,28.4,27.9
1388,32,20,2,2,85.1,97.4,97
1389,32,21,2,2,69,80.3,80
1390,32,22,2,2,*,63.4,62.8
1391,32,23,3,2,75.2,93.3,92.9
1392,32,24,3,2,55.3,62.7,62.5
1393,32,25,3,2,40,45.1,45
1394,32,26,3,2,1.2,0,0
1395,32,27,3,2,90.2,57.7,58.3
1396,32,28,3,2,12.3,11.9,11.9
1397,32,29,3,2,8.2,7.5,7.5
1398,32,30,4,2,*,2.8,3
1399,32,31,4,2,*,96.2,96.2
1400,32,32,4,2,*,90.4,90.5
1401,32,33,4,2,*,87.3,87.6
1402,32,34,4,2,*,81.6,81.8
1403,32,35,4,2,*,93.8,93.9
1404,32,36,4,2,*,58.3,58.5
1405,32,37,4,2,*,54.7,54.9
1406,32,38,4,2,*,71.2,71.3
1407,32,39,5,2,100,100,100
1408,32,40,5,2,75.8,31.2,32.1
1409,32,41,5,2,23.2,33.5,33.3
1410,32,42,5,2,NA,NA,NA
1411,32,43,5,2,23.6,32.1,31.7
1412,32,44,5,2,39.8,13.6,14.2
1413,32,45,5,2,*,22644,22270
1414,32,46,6,2,*,94.4,94.6
1415,32,47,6,2,NA,NA,NA
1416,32,48,7,2,96,99.4,99.3
1417,32,49,7,2,*,82.5,83
1418,32,50,7,2,*,87.8,88.2
1419,32,51,7,2,70,37.3,37.9
1420,32,52,7,2,3.3,3.1,3.2
1421,32,53,7,2,100,92.2,92.4
1422,32,54,7,2,60.5,70.1,69.9
1423,32,55,7,2,0,30.7,30.1
1424,32,56,7,2,0,30.7,30.1
1425,32,57,7,2,1.4,1.3,1.3
1426,32,58,7,2,100,65.6,66.3
1427,32,59,8,2,29.3,14.2,14.5
1428,32,60,8,2,69.2,73.4,73.3
1429,32,61,8,2,61.7,60.6,61
1430,32,62,8,2,3.4,26.7,26
1431,32,63,8,2,36.4,24.7,25
1432,32,64,8,2,15.1,15.5,15.5
1433,32,65,8,2,8.6,5.6,5.7
1434,32,66,8,2,22.3,20.1,20.2
1435,32,67,8,2,4.3,3.4,3.4
1436,32,68,8,2,51.2,39.1,39.5
1437,32,69,8,2,70.7,55.5,55.8
1438,32,70,8,2,80.8,63.5,63.8
1439,32,71,8,2,38.8,17.9,18.3
1440,32,72,8,2,29.8,15,15.3
1441,32,73,8,2,*,54.4,54.7
1442,32,74,8,2,*,50,50.1
1443,32,75,9,2,21.5,9.4,9.7
1444,32,76,9,2,*,6.7,7.1
1445,32,77,9,2,14.5,33.1,32.7
1446,32,78,9,2,*,34.9,34.4
1447,32,79,9,2,*,60.3,60.1
1448,32,80,9,2,71.7,72.4,72.3
1449,32,81,9,2,*,33.7,33.4
1450,32,82,9,2,47.1,33.9,34.2
1451,32,83,10,2,11.7,10.8,10.8
1452,32,84,10,2,16.4,23.7,23.5
1453,32,85,11,2,17.9,10.8,10.9
1454,32,86,11,2,19.4,12.5,12.8
1455,32,87,12,2,23,1.7,2.2
1456,32,88,12,2,40.7,12.6,13.5
1457,32,89,12,2,2.5,0.1,0.2
1458,32,90,12,2,36.1,11.9,12.6
1459,32,91,13,2,8.7,4.8,4.9
1460,32,92,13,2,1070,330,350
1461,32,93,13,2,88.9,97.5,97.3
1462,32,94,13,2,*,96.6,96.6
1463,32,95,14,2,48.7,35.7,37
1464,32,96,14,2,74.6,66.8,67.6
1465,32,97,14,2,87.7,88.8,88.7
1466,32,98,14,2,51,62.9,61.8
1467,32,99,15,2,49.9,45.7,46.1
1468,32,100,15,2,42.4,41.1,41.2
1469,32,101,15,2,4.6,5.9,5.7
1470,32,102,15,2,1.7,3.6,1.9
1471,32,103,16,2,96.9,97.4,97.4
1472,32,104,16,2,97.5,98.5,98.4
1473,32,105,16,2,96.9,97.3,97.3
1474,32,106,16,2,97,98.4,98.3
1475,32,107,16,2,32.8,23.6,24.5
1476,32,108,16,2,14.5,27.1,26
1477,32,109,17,2,36.8,32.2,32.7
1478,32,110,17,2,51.1,48.2,48.5
1479,32,111,17,2,2.4,3,2.9
1480,32,112,17,2,3.6,3.4,3.4
1481,32,113,17,2,3.8,3.2,3.3
1482,32,114,17,2,7.5,5.8,6
1483,37,1,1,2,966,982,971
1484,37,2,1,2,1081,1192,1110
1485,37,3,1,2,84,74.4,80.9
1486,37,4,1,2,69.9,63.9,67.9
1487,37,5,1,2,47.8,53.3,50
1488,37,6,1,2,1.4,4.3,2.5
1489,37,7,1,2,94,94.4,94.1
1490,37,8,1,2,63.1,59.2,61.8
1491,37,9,1,2,77.3,54.7,69.6
1492,37,10,1,2,99.6,99.2,99.4
1493,37,11,1,2,89.4,89.1,89.3
1494,37,12,1,2,44,42.3,43.4
1495,37,13,1,2,0.1,1.7,0.6
1496,37,14,1,2,70.7,87.1,76.3
1497,37,15,1,2,40.2,47.5,42.7
1498,37,16,1,2,69.9,66.5,68.7
1499,37,17,1,2,16.6,18,17.1
1500,37,18,1,2,1,1.2,1.1
1501,37,19,2,2,67.8,61.7,65.7
1502,37,20,2,2,95.4,95.7,95.5
1503,37,21,2,2,68.4,61.8,65.7
1504,37,22,2,2,58.4,54.5,56.4
1505,37,23,3,2,79.7,78.1,79.1
1506,37,24,3,2,53.6,48,51.3
1507,37,25,3,2,14.3,20.4,16.7
1508,37,26,3,2,0.4,0.3,0.4
1509,37,27,3,2,91.8,93,92.2
1510,37,28,3,2,7,9.3,7.9
1511,37,29,3,2,3.4,4.9,4
1512,37,30,4,2,NA,NA,NA
1513,37,31,4,2,90,79,85.7
1514,37,32,4,2,79.8,77.6,78.9
1515,37,33,4,2,17.3,9.6,14.3
1516,37,34,4,2,13.9,4.7,10.4
1517,37,35,4,2,98.9,95.9,97.8
1518,37,36,4,2,69.2,54.5,63.5
1519,37,37,4,2,44.1,47.4,45.4
1520,37,38,4,2,60,50.9,56.5
1521,37,39,5,2,97,91.7,95.1
1522,37,40,5,2,96.7,91.3,94.7
1523,37,41,5,2,33.8,44.1,37.6
1524,37,42,5,2,51.7,42.5,46
1525,37,43,5,2,34.6,47.9,39.3
1526,37,44,5,2,73.3,61.4,68.8
1527,37,45,5,2,3940,4987,4282
1528,37,46,6,2,83.7,80.6,82.5
1529,37,47,6,2,0,0,0
1530,37,48,7,2,98.9,97.8,98.6
1531,37,49,7,2,82.1,62.5,75.7
1532,37,50,7,2,89.2,62.5,80.4
1533,37,51,7,2,43.2,31.6,38.6
1534,37,52,7,2,7.9,9.6,8.5
1535,37,53,7,2,88,67.6,79.4
1536,37,54,7,2,81.3,74.2,78.3
1537,37,55,7,2,48.1,63.3,54.5
1538,37,56,7,2,48.1,55.1,51
1539,37,57,7,2,4.4,6.8,5.3
1540,37,58,7,2,23.9,57.7,40
1541,37,59,8,2,9.8,14.7,11.6
1542,37,60,8,2,61.1,51.2,57.9
1543,37,61,8,2,69.1,75.1,70.9
1544,37,62,8,2,23.9,24.3,24
1545,37,63,8,2,34.8,18.8,30.5
1546,37,64,8,2,17.4,17.6,17.5
1547,37,65,8,2,8.4,11,9.1
1548,37,66,8,2,22.6,14.3,20.4
1549,37,67,8,2,14.4,10.5,13.4
1550,37,68,8,2,93.3,97.5,94.4
1551,37,69,8,2,62.8,57.4,60.9
1552,37,70,8,2,54.4,44.6,51
1553,37,71,8,2,21.4,23.1,22
1554,37,72,8,2,14.2,20,16.4
1555,37,73,8,2,57.6,56.8,57.3
1556,37,74,8,2,76.5,70.5,74.3
1557,37,75,9,2,4.7,3.8,4.4
1558,37,76,9,2,2.8,1,2.2
1559,37,77,9,2,27.1,30,28.3
1560,37,78,9,2,36.7,40.1,37.8
1561,37,79,9,2,58.5,69.8,62.1
1562,37,80,9,2,82.8,91.9,86.5
1563,37,81,9,2,23.4,26.8,25
1564,37,82,9,2,92.4,93.4,92.8
1565,37,83,10,2,4.2,3.6,4
1566,37,84,10,2,9.5,6.1,8.4
1567,37,85,11,2,12.3,10.6,11.6
1568,37,86,11,2,16,11.1,14.2
1569,37,87,12,2,2.6,4.2,3.2
1570,37,88,12,2,34.9,37.4,35.7
1571,37,89,12,2,2.7,5.9,3.7
1572,37,90,12,2,21.5,27.6,23.5
1573,37,91,13,2,1.2,1.2,1.2
1574,37,92,13,2,300,400,300
1575,37,93,13,2,84.6,69.1,78.2
1576,37,94,13,2,83.1,77.6,81.5
1577,37,95,14,2,28.9,27.7,28.3
1578,37,96,14,2,63.3,80.8,72.2
1579,37,97,14,2,94,82.9,88.4
1580,37,98,14,2,83,79.4,81.2
1581,37,99,15,2,19.4,16.6,18.1
1582,37,100,15,2,15.2,16.6,15.8
1583,37,101,15,2,1.2,0,0.7
1584,37,102,15,2,0,0,0
1585,37,103,16,2,91,92.3,91.7
1586,37,104,16,2,94.7,85.2,91.8
1587,37,105,16,2,90.5,90.6,90.5
1588,37,106,16,2,94.2,85.2,91.5
1589,37,107,16,2,26,22.7,24.3
1590,37,108,16,2,25.9,36.1,29
1591,37,109,17,2,10.9,8.9,10.2
1592,37,110,17,2,94.2,94.6,94.3
1593,37,111,17,2,1.8,0.6,1.5
1594,37,112,17,2,2.6,2.2,2.5
1595,37,113,17,2,6.1,5.8,6
1596,37,114,17,2,9.1,5.1,7.8
1597,31,1,1,2,1190,1176,1187
1598,31,2,1,2,979,1121,1009
1599,31,3,1,2,98.2,97.1,98
1600,31,4,1,2,93.4,91.2,93
1601,31,5,1,2,69.2,62.4,67.8
1602,31,6,1,2,1.5,0,1.3
1603,31,7,1,2,95.9,96.7,96.1
1604,31,8,1,2,38.1,27.5,36
1605,31,9,1,2,3.3,4.6,3.5
1606,31,10,1,2,99.7,99.4,99.7
1607,31,11,1,2,92.2,97.3,93.2
1608,31,12,1,2,99.9,100,99.9
1609,31,13,1,2,NA,NA,NA
1610,31,14,1,2,53.2,85.4,59.4
1611,31,15,1,2,93.4,71.5,89.1
1612,31,16,1,2,86.8,85.8,86.6
1613,31,17,1,2,67.2,69.9,67.7
1614,31,18,1,2,1.8,1.1,1.7
1615,31,19,2,2,19.8,23.3,20.5
1616,31,20,2,2,96.2,96.5,96.2
1617,31,21,2,2,62,85.2,66.8
1618,31,22,2,2,53.1,72.4,56.3
1619,31,23,3,2,97.9,100,98.3
1620,31,24,3,2,54.4,46.6,52.6
1621,31,25,3,2,18.1,29.5,20.7
1622,31,26,3,2,NA,NA,NA
1623,31,27,3,2,73.7,74,73.8
1624,31,28,3,2,12.8,10.5,12.3
1625,31,29,3,2,8.3,7.2,8
1626,31,30,4,2,1.4,0,1.1
1627,31,31,4,2,100,98.3,99.6
1628,31,32,4,2,95.4,78,91.4
1629,31,33,4,2,78.5,85.2,80.1
1630,31,34,4,2,74.6,76.4,75
1631,31,35,4,2,75.6,84.7,77.8
1632,31,36,4,2,43.7,60.1,47.5
1633,31,37,4,2,52.3,40.2,49.4
1634,31,38,4,2,83.3,75.5,81.5
1635,31,39,5,2,100,98.3,99.6
1636,31,40,5,2,71.2,44.7,65.3
1637,31,41,5,2,32.5,27.1,31.3
1638,31,42,5,2,100,100,100
1639,31,43,5,2,28.9,24.2,28.1
1640,31,44,5,2,9.5,10,9.6
1641,31,45,5,2,7920,23076,10952
1642,31,46,6,2,91.9,94.8,92.6
1643,31,47,6,2,NA,NA,NA
1644,31,48,7,2,100,100,100
1645,31,49,7,2,43,28.5,41
1646,31,50,7,2,49,28.5,46.2
1647,31,51,7,2,21.3,14.1,19.8
1648,31,52,7,2,1.3,5.6,2.3
1649,31,53,7,2,100,56.9,76.1
1650,31,54,7,2,77.9,28.6,50.6
1651,31,55,7,2,0,0,0
1652,31,56,7,2,0,0,0
1653,31,57,7,2,1.4,1.5,1.4
1654,31,58,7,2,31.7,100,48
1655,31,59,8,2,9.8,9.3,9.7
1656,31,60,8,2,77.6,71.3,76.3
1657,31,61,8,2,58.2,93.1,67
1658,31,62,8,2,23.3,0,18.9
1659,31,63,8,2,36.1,16.7,32
1660,31,64,8,2,16.6,20.4,17.4
1661,31,65,8,2,9.9,4.2,8.7
1662,31,66,8,2,23.7,33.6,25.8
1663,31,67,8,2,12.6,2.2,10.5
1664,31,68,8,2,42.5,45,43.1
1665,31,69,8,2,47.8,52.7,48.9
1666,31,70,8,2,79.9,75,78.8
1667,31,71,8,2,11.1,26.5,14.5
1668,31,72,8,2,4.9,15.8,7.3
1669,31,73,8,2,38.9,57.5,43.1
1670,31,74,8,2,22.4,66.1,35.5
1671,31,75,9,2,8.3,6.4,8
1672,31,76,9,2,6.5,0,5.4
1673,31,77,9,2,33.4,34.4,33.6
1674,31,78,9,2,44.1,28.3,41.5
1675,31,79,9,2,47.8,89.6,54.7
1676,31,80,9,2,65.6,80.1,68.4
1677,31,81,9,2,24.4,12.8,20.9
1678,31,82,9,2,24.2,32.4,25.8
1679,31,83,10,2,9.6,8.6,9.4
1680,31,84,10,2,21,19.6,20.7
1681,31,85,11,2,9.8,9.9,9.8
1682,31,86,11,2,12.2,10.5,11.8
1683,31,87,12,2,20,7.5,17.5
1684,31,88,12,2,31,18.8,28.5
1685,31,89,12,2,0.3,0.3,0.3
1686,31,90,12,2,0.3,0.9,0.4
1687,31,91,13,2,2.2,1.6,2.1
1688,31,92,13,2,200,0,200
1689,31,93,13,2,96.7,95.3,96.4
1690,31,94,13,2,97.1,92.8,96.6
1691,31,95,14,2,10.4,13.7,10.9
1692,31,96,14,2,32.8,20.3,30.7
1693,31,97,14,2,65.2,75.4,66.9
1694,31,98,14,2,81.5,96.5,84
1695,31,99,15,2,1,0,0.8
1696,31,100,15,2,1,0,0.8
1697,31,101,15,2,0,0,0
1698,31,102,15,2,0,0,0
1699,31,103,16,2,94.8,100,95.7
1700,31,104,16,2,99,100,99.1
1701,31,105,16,2,94.8,100,95.7
1702,31,106,16,2,98.2,100,98.4
1703,31,107,16,2,46.5,49.1,46.9
1704,31,108,16,2,68.1,30.4,64
1705,31,109,17,2,17.4,17.2,17.4
1706,31,110,17,2,27.5,44.3,30.2
1707,31,111,17,2,2.6,0,2.2
1708,31,112,17,2,3.3,2.5,3.2
1709,31,113,17,2,3,1.9,2.8
1710,31,114,17,2,3.5,7.2,4.1
1711,23,1,1,2,1022,956,970
1712,23,2,1,2,1028,913,940
1713,23,3,1,2,73.2,87.6,84.7
1714,23,4,1,2,55.8,70.6,67.5
1715,23,5,1,2,16.1,32.6,29.3
1716,23,6,1,2,27.4,21.9,23
1717,23,7,1,2,91.5,93.4,93
1718,23,8,1,2,72.2,49.8,54.5
1719,23,9,1,2,58.4,47.5,49.8
1720,23,10,1,2,96.3,98.5,98.1
1721,23,11,1,2,82,90.7,88.9
1722,23,12,1,2,56.2,75.4,71.3
1723,23,13,1,2,41.1,22.1,26.2
1724,23,14,1,2,17.5,46.1,40
1725,23,15,1,2,21.3,51.6,45.2
1726,23,16,1,2,56.3,76.1,71.9
1727,23,17,1,2,35.2,38.8,38.1
1728,23,18,1,2,1,1.2,1.2
1729,23,19,2,2,35.1,53.9,49.9
1730,23,20,2,2,81.8,91.7,89.6
1731,23,21,2,2,33,58.6,53.4
1732,23,22,2,2,13.7,30.3,26.9
1733,23,23,3,2,41.4,66.2,60.9
1734,23,24,3,2,72.1,71.6,71.7
1735,23,25,3,2,57,50.6,51.9
1736,23,26,3,2,0.9,0.7,0.7
1737,23,27,3,2,94.5,82.8,85.2
1738,23,28,3,2,6.5,8,7.7
1739,23,29,3,2,3.5,3.9,3.8
1740,23,30,4,2,6.9,4.6,5.1
1741,23,31,4,2,74.9,75.5,75.4
1742,23,32,4,2,55.6,58.1,57.5
1743,23,33,4,2,52,51.2,51.4
1744,23,34,4,2,33,32.9,32.9
1745,23,35,4,2,96.5,96.7,96.6
1746,23,36,4,2,79,72,73.5
1747,23,37,4,2,83.6,79.3,80.3
1748,23,38,4,2,87.3,82.8,83.8
1749,23,39,5,2,82,93.4,90.7
1750,23,40,5,2,79.9,80.3,80.2
1751,23,41,5,2,4.7,14.3,12.1
1752,23,42,5,2,26.7,28,27.4
1753,23,43,5,2,4.6,9.3,8.2
1754,23,44,5,2,61.7,53.8,55.4
1755,23,45,5,2,1274,4458,3793
1756,23,46,6,2,85.5,87.2,86.8
1757,23,47,6,2,6.5,6.5,6.5
1758,23,48,7,2,91.3,94.9,94
1759,23,49,7,2,63.8,68.2,67.2
1760,23,50,7,2,74,78.8,77.7
1761,23,51,7,2,40.5,37.2,38
1762,23,52,7,2,5.1,6.8,6.4
1763,23,53,7,2,72.3,73.9,73.6
1764,23,54,7,2,78,62.2,65.2
1765,23,55,7,2,40.2,34.5,35.6
1766,23,56,7,2,36.7,27.4,29.1
1767,23,57,7,2,1.8,2.9,2.6
1768,23,58,7,2,52.5,47.7,48.5
1769,23,59,8,2,19.1,20.9,20.5
1770,23,60,8,2,45.4,40.1,41.3
1771,23,61,8,2,74.8,73.8,74.1
1772,23,62,8,2,9.7,8.8,9
1773,23,63,8,2,40.4,34.1,35.7
1774,23,64,8,2,21.2,18.2,18.9
1775,23,65,8,2,7.2,6.2,6.5
1776,23,66,8,2,39.5,30.9,33
1777,23,67,8,2,2.4,1.9,2
1778,23,68,8,2,78.3,72,73.6
1779,23,69,8,2,82.6,73.9,75.9
1780,23,70,8,2,86.6,82.6,83.5
1781,23,71,8,2,29.6,24.8,26
1782,23,72,8,2,30.1,25.1,26.2
1783,23,73,8,2,83.2,76.2,77.8
1784,23,74,8,2,86.9,82.2,83.4
1785,23,75,9,2,27.5,21.8,23
1786,23,76,9,2,20.3,20.5,20.5
1787,23,77,9,2,8,18.8,16.6
1788,23,78,9,2,9.5,17.3,15.7
1789,23,79,9,2,34.6,40.2,39.1
1790,23,80,9,2,41.1,40.2,40.4
1791,23,81,9,2,64.7,49.3,52.8
1792,23,82,9,2,64.2,52.2,54.7
1793,23,83,10,2,5.4,5.9,5.8
1794,23,84,10,2,10.6,12.7,12.3
1795,23,85,11,2,11.3,11.5,11.4
1796,23,86,11,2,15.4,15.8,15.7
1797,23,87,12,2,18.3,8.2,10.2
1798,23,88,12,2,56.6,44,46.4
1799,23,89,12,2,3.1,0.5,1
1800,23,90,12,2,32,13.5,17
1801,23,91,13,2,41.1,29.6,32
1802,23,92,13,2,100,100,100
1803,23,93,13,2,94.3,94.9,94.8
1804,23,94,13,2,94.5,94.7,94.7
1805,23,95,14,2,44,22.4,26.8
1806,23,96,14,2,45.7,38.4,39.9
1807,23,97,14,2,72.6,75.2,74.7
1808,23,98,14,2,25.8,41.8,38.5
1809,23,99,15,2,35.6,29.8,31.1
1810,23,100,15,2,28.5,23.8,24.8
1811,23,101,15,2,2.9,2.1,2.3
1812,23,102,15,2,1,3.1,1.4
1813,23,103,16,2,83.6,87.7,86.9
1814,23,104,16,2,88.9,92.9,92.1
1815,23,105,16,2,80.7,85.6,84.6
1816,23,106,16,2,88.2,92,91.3
1817,23,107,16,2,13.7,20,18.7
1818,23,108,16,2,23.1,27,26.3
1819,23,109,17,2,38.9,36.1,36.7
1820,23,110,17,2,66.6,54.9,57.4
1821,23,111,17,2,2.7,2.9,2.9
1822,23,112,17,2,3.1,3.5,3.4
1823,23,113,17,2,4.1,4.1,4.1
1824,23,114,17,2,5.3,6.6,6.3
1825,27,1,1,2,973,966,966
1826,27,2,1,2,872,928,920
1827,27,3,1,2,82,93.6,92.3
1828,27,4,1,2,64.6,81.6,79.7
1829,27,5,1,2,29.6,53.2,50.4
1830,27,6,1,2,30.4,20.6,21.8
1831,27,7,1,2,93,95.1,94.9
1832,27,8,1,2,54.8,30.8,33.5
1833,27,9,1,2,40,33.3,34.1
1834,27,10,1,2,94.2,97.9,97.4
1835,27,11,1,2,85.6,94.8,93.8
1836,27,12,1,2,60.2,82.4,80
1837,27,13,1,2,37.5,14.9,17.4
1838,27,14,1,2,52.2,83.1,79.7
1839,27,15,1,2,45.2,80.7,76.8
1840,27,16,1,2,51.4,77.5,74.6
1841,27,17,1,2,23.9,22.2,22.4
1842,27,18,1,2,1,1.2,1.2
1843,27,19,2,2,30.9,50.1,48
1844,27,20,2,2,84.1,94.3,93.1
1845,27,21,2,2,52.2,69.7,67.7
1846,27,22,2,2,17.4,40.7,38
1847,27,23,3,2,71.5,87.3,85.3
1848,27,24,3,2,63.7,66.5,66.2
1849,27,25,3,2,53,48.6,49.1
1850,27,26,3,2,1.2,0.3,0.4
1851,27,27,3,2,86.2,64.8,67.3
1852,27,28,3,2,9.9,9.5,9.6
1853,27,29,3,2,4.7,3.7,3.8
1854,27,30,4,2,13.4,6.7,7.6
1855,27,31,4,2,65.6,71.7,70.9
1856,27,32,4,2,66,72.1,71.3
1857,27,33,4,2,43.9,48.9,48.2
1858,27,34,4,2,34.4,38.4,37.8
1859,27,35,4,2,95.2,95.5,95.4
1860,27,36,4,2,52,43.4,44.6
1861,27,37,4,2,57.7,40.2,42.5
1862,27,38,4,2,67.6,45.6,48.6
1863,27,39,5,2,84.8,96.3,94.7
1864,27,40,5,2,62.4,54.7,55.8
1865,27,41,5,2,14.1,27.3,25.4
1866,27,42,5,2,33.2,42.9,38.9
1867,27,43,5,2,9.2,20,18.3
1868,27,44,5,2,17.1,9.3,10.2
1869,27,45,5,2,6502,12237,11506
1870,27,46,6,2,80.4,87.2,86.3
1871,27,47,6,2,1.8,5.6,4.1
1872,27,48,7,2,93.9,96.6,96.2
1873,27,49,7,2,50.9,54.9,54.3
1874,27,50,7,2,58.6,65.8,64.7
1875,27,51,7,2,33.1,34.4,34.2
1876,27,52,7,2,11.7,8.5,8.9
1877,27,53,7,2,79.4,76.1,76.7
1878,27,54,7,2,59.7,59.5,59.5
1879,27,55,7,2,19.4,29.1,27.3
1880,27,56,7,2,13.9,23,21.3
1881,27,57,7,2,3.8,3.1,3.2
1882,27,58,7,2,52.9,66,63.8
1883,27,59,8,2,24.3,19.4,20
1884,27,60,8,2,53.3,53.2,53.2
1885,27,61,8,2,73.7,70.7,71.1
1886,27,62,8,2,7.9,8.9,8.7
1887,27,63,8,2,43.1,33.9,35.2
1888,27,64,8,2,33.9,24.2,25.6
1889,27,65,8,2,15.1,10.2,10.9
1890,27,66,8,2,46.3,34.4,36.1
1891,27,67,8,2,3.4,4.2,4.1
1892,27,68,8,2,78.5,68.5,69.9
1893,27,69,8,2,64.6,51.7,53.5
1894,27,70,8,2,59.3,43.5,45.8
1895,27,71,8,2,19.5,19.2,19.3
1896,27,72,8,2,19.1,18.1,18.2
1897,27,73,8,2,66.3,51.8,53.9
1898,27,74,8,2,64.9,63.2,63.5
1899,27,75,9,2,30.2,19.5,20.8
1900,27,76,9,2,22.3,15.2,16
1901,27,77,9,2,13.6,24.8,23.5
1902,27,78,9,2,16.8,25.4,24.3
1903,27,79,9,2,37.2,40.8,40.4
1904,27,80,9,2,40.6,45,44.4
1905,27,81,9,2,50.7,44.7,45.7
1906,27,82,9,2,59.7,53.5,54.2
1907,27,83,10,2,4.8,7,6.7
1908,27,84,10,2,10.8,14.1,13.7
1909,27,85,11,2,11.1,12.1,12
1910,27,86,11,2,15.9,16.3,16.2
1911,27,87,12,2,23.5,9.4,10.9
1912,27,88,12,2,47.2,32.2,33.8
1913,27,89,12,2,1.5,0.3,0.4
1914,27,90,12,2,22.1,13,13.9
1915,27,91,13,2,14.7,7.5,8.3
1916,27,92,13,2,200,100,100
1917,27,93,13,2,82.1,90,89.1
1918,27,94,13,2,85.9,90.1,89.7
1919,27,95,14,2,48.1,33,34.7
1920,27,96,14,2,27.2,22.3,22.9
1921,27,97,14,2,65.6,73.7,72.8
1922,27,98,14,2,33.2,57.6,54.8
1923,27,99,15,2,37.5,25.9,27.2
1924,27,100,15,2,28.7,18.9,20
